Date,Region_ID,Meals_Distributed,Meals_Requested,Temperature,Rainfall,Festival_Flag,Disaster_Flag,Population,Food_Availability_Index
2026-03-23,R12,1357,1976,26.6,0.0,0,1,523963,0.5776
2026-03-24,R12,1025,1872,29.5,4.4,0,1,518049,0.6211
2026-03-25,R12,1337,2207,26.6,11.9,0,1,520667,0.5922
2026-03-26,R12,1399,2463,30.5,15.6,0,1,517637,0.7371
2026-03-27,R12,1762,2514,26.5,0.0,0,1,519962,0.6687
2026-03-28,R12,1434,2560,30.1,4.2,0,1,522483,0.598
2026-03-29,R12,1323,2069,21.6,0.0,0,1,521541,0.6355
2026-03-30,R12,1142,2169,27.6,3.1,0,1,526396,0.6091
2026-03-31,R12,1801,2203,22.9,0.0,0,1,522948,0.6159
2026-01-01,R13,2647,2854,27.5,4.8,0,0,1883859,0.8651
2026-01-02,R13,2722,2973,16.4,2.7,0,0,1880966,0.8102
2026-01-03,R13,3762,6672,22.2,0.0,0,1,1878090,0.8766
2026-01-04,R13,3541,6013,18.4,5.1,0,1,1895642,0.8511
2026-01-05,R13,3196,5296,20.8,0.0,0,1,1890461,0.8841
2026-01-06,R13,4359,7041,21.1,0.1,0,1,1909049,0.8782
2026-01-07,R13,2108,2277,24.9,1.0,0,0,1899128,0.8666
2026-01-08,R13,2127,3019,19.1,0.0,0,0,1889582,0.8801
2026-01-09,R13,2164,3170,25.7,0.0,0,0,1885630,0.827
2026-01-10,R13,2264,2872,19.3,0.0,0,0,1888191,0.854
2026-01-11,R13,2402,2402,20.4,0.0,0,0,1890287,0.9074
2026-01-12,R13,1979,2519,24.0,5.9,0,0,1886947,0.8966
2026-01-13,R13,3042,3161,23.2,0.0,1,0,1874604,0.8791
2026-01-14,R13,2596,3447,19.5,0.0,1,0,1880218,0.8066
2026-01-15,R13,3137,3611,23.8,0.0,1,0,1889077,0.789
2026-01-16,R13,3389,3536,24.9,0.0,1,0,1871570,0.8299
2026-01-17,R13,3835,4050,21.0,0.0,1,0,1893768,0.8921
2026-01-18,R13,1908,2586,20.0,2.6,0,0,1883234,0.9173
2026-01-19,R13,1890,2152,22.0,0.0,0,0,1884589,0.9054
2026-01-20,R13,2249,2587,17.4,0.0,0,0,1887461,0.8632
2026-01-21,R13,3375,5283,20.7,6.1,0,1,1877615,0.821
2026-01-22,R13,2893,4742,19.1,7.1,0,1,1882776,0.7752
2026-01-23,R13,1951,2364,22.8,0.4,0,0,1893255,0.8625
2026-01-24,R13,2032,2586,22.6,2.9,0,0,1903273,0.8335
2026-01-25,R13,2693,2839,17.8,2.9,1,0,1873045,0.8952
2026-01-26,R13,2878,2934,21.0,9.6,1,0,1883016,0.8934
2026-01-27,R13,2368,2779,22.2,0.0,1,0,1894400,0.9162
2026-01-28,R13,2059,2362,19.1,0.0,0,0,1901734,0.8992
2026-01-29,R13,2125,2344,20.4,0.0,0,0,1897878,0.9247
2026-01-30,R13,2287,2997,27.7,0.0,0,0,1877630,0.8823
2026-01-31,R13,2553,2884,21.7,5.8,0,0,1885257,0.9031
2026-02-01,R13,2366,2560,28.9,0.0,0,0,1895486,0.9307
2026-02-02,R13,1849,2252,26.3,0.0,0,0,1899940,0.8243
2026-02-03,R13,1860,2487,21.8,0.0,0,0,1886638,0.9141
2026-02-04,R13,1975,2515,27.3,7.0,0,0,1891144,0.9099
2026-02-05,R13,1961,2466,26.3,8.0,0,0,1894770,0.8205
2026-02-06,R13,2885,2997,26.2,8.1,0,0,1888297,0.8385
2026-02-07,R13,2219,2236,25.0,0.0,0,0,1881797,0.9332
2026-02-08,R13,2568,2596,22.5,7.6,0,0,1887039,0.7864
2026-02-09,R13,2188,2637,26.3,2.3,0,0,1900926,0.8669
2026-02-10,R13,1975,2388,20.4,1.9,0,0,1873083,0.9144
2026-02-11,R13,2156,2357,26.7,0.0,0,0,1895471,0.8277
2026-02-12,R13,2214,2414,20.9,8.1,0,0,1889909,0.8753
2026-02-13,R13,2357,2891,21.1,1.4,0,0,1893385,0.8612
2026-02-14,R13,2364,2793,24.4,1.5,0,0,1877946,0.8819
2026-02-15,R13,2452,2728,26.1,9.6,0,0,1884792,0.9104
2026-02-16,R13,2105,2105,24.8,0.0,0,0,1894392,0.9397
2026-02-17,R13,1707,1988,24.1,1.2,0,0,1895792,0.8586
2026-02-18,R13,1889,2101,24.1,1.6,0,0,1880269,0.8666
2026-02-19,R13,1999,2101,23.1,3.1,0,0,1895262,0.8284
2026-02-20,R13,1916,2581,21.8,4.6,0,0,1901742,0.8925
2026-02-21,R13,2223,2762,24.6,2.3,0,0,1876707,0.9086
2026-02-22,R13,1915,2440,22.8,0.0,0,0,1898788,0.932
2026-02-23,R13,1784,2291,29.8,5.8,0,0,1888211,0.9283
2026-02-24,R13,2008,2134,27.3,2.5,0,0,1881604,0.8747
2026-02-25,R13,2195,2694,26.4,5.7,0,0,1887078,0.8106
2026-02-26,R13,2057,2561,25.3,1.8,0,0,1885804,0.9223
2026-02-27,R13,2117,2644,20.0,0.0,0,0,1888474,0.9462
2026-02-28,R13,2262,2470,24.2,2.3,0,0,1894953,0.8303
2026-03-01,R13,2300,2726,30.3,1.8,0,0,1884129,0.7755
2026-03-02,R13,2226,2658,24.5,0.0,0,0,1872580,0.8492
2026-03-03,R13,2117,2201,32.0,2.8,0,0,1907762,0.8954
2026-03-04,R13,1937,2369,28.6,1.7,0,0,1906767,0.8158
2026-03-05,R13,2119,2883,28.9,2.2,0,0,1885166,0.8501
2026-03-06,R13,1978,2509,27.8,1.8,0,0,1905182,0.8907
2026-03-07,R13,3568,3568,32.8,0.0,1,0,1902757,0.899
2026-03-08,R13,3308,3308,25.4,0.0,1,0,1899297,0.8937
2026-03-09,R13,3414,3951,29.1,0.0,1,0,1903741,0.8425
2026-03-10,R13,2827,2965,28.4,0.2,1,0,1886524,0.8017
2026-03-11,R13,3037,3444,21.1,0.0,1,0,1896829,0.8943
2026-03-12,R13,2779,3398,30.4,0.8,1,0,1902214,0.8712
2026-03-13,R13,2499,2513,29.4,7.6,0,0,1898665,0.8486
2026-03-14,R13,2378,2782,31.4,2.8,0,0,1881832,0.9475
2026-03-15,R13,2079,2305,32.8,0.0,0,0,1900548,0.8585
2026-03-16,R13,1816,2480,27.4,0.0,0,0,1900315,0.9026
2026-03-17,R13,1660,2122,26.6,0.0,0,0,1879979,0.8691
2026-03-18,R13,2072,2397,29.1,11.1,0,0,1895641,0.8397
2026-03-19,R13,2144,2579,27.5,2.3,0,0,1888245,0.9098
2026-03-20,R13,2356,2655,25.7,4.7,0,0,1911259,0.8916
2026-03-21,R13,2325,2325,31.1,1.9,0,0,1897931,0.8933
2026-03-22,R13,2087,2289,30.7,3.4,0,0,1898288,0.9149
2026-03-23,R13,2191,2535,31.0,7.6,0,0,1902118,0.843
2026-03-24,R13,2004,2405,27.8,2.8,0,0,1897106,0.8682
2026-03-25,R13,2082,2082,28.3,0.0,0,0,1896949,0.8383
2026-03-26,R13,2115,2638,24.8,0.0,0,0,1902958,0.9024
2026-03-27,R13,2433,3048,26.6,0.0,0,0,1896580,0.8749
2026-03-28,R13,2552,2734,25.3,0.0,0,0,1895315,0.9121
2026-03-29,R13,1941,2261,29.6,0.0,0,0,1889093,0.7942
2026-03-30,R13,2271,2414,34.5,0.0,0,0,1894855,0.8242
2026-03-31,R13,1782,2255,25.9,0.0,0,0,1890601,0.7852
2026-01-01,R14,2191,2291,22.2,0.0,0,0,404159,0.8019
2026-01-02,R14,2215,2215,22.1,0.0,0,0,400715,0.8135
2026-01-03,R14,2051,2294,26.4,0.1,0,0,403005,0.7515
2026-01-04,R14,1605,2047,24.6,0.2,0,0,400412,0.7192
2026-01-05,R14,1534,2015,21.2,0.0,0,0,403458,0.8664
2026-01-06,R14,1806,1811,25.7,1.8,0,0,403725,0.8229
2026-01-07,R14,1773,1896,19.5,2.7,0,0,403982,0.7682
2026-01-08,R14,1925,2158,23.4,0.0,0,0,404040,0.8496
2026-01-09,R14,1686,2271,21.4,0.0,0,0,402173,0.8501
2026-01-10,R14,1976,2479,21.0,18.4,0,0,403422,0.8965
2026-01-11,R14,2008,2033,27.2,1.3,0,0,402872,0.8074
2026-01-12,R14,1775,2351,23.7,0.0,0,0,402723,0.8386
2026-01-13,R14,2060,2506,20.7,0.0,1,0,404079,0.8221
2026-01-14,R14,2185,2705,21.7,0.0,1,0,405154,0.7769
2026-01-15,R14,2437,2983,19.0,5.4,1,0,402822,0.8693
2026-01-16,R14,2255,2255,27.5,8.8,1,0,405345,0.8834
2026-01-17,R14,2065,2745,24.7,0.0,1,0,402389,0.8287
2026-01-18,R14,1529,1619,20.0,3.5,0,0,403132,0.7877
2026-01-19,R14,1720,2022,20.2,4.5,0,0,401684,0.8849
2026-01-20,R14,1264,1625,27.2,0.0,0,0,403345,0.8504
2026-01-21,R14,1609,1715,22.4,3.7,0,0,401056,0.7962
2026-01-22,R14,1672,1672,19.7,11.0,0,0,400066,0.7746
2026-01-23,R14,1734,1866,20.7,0.0,0,0,403009,0.866
2026-01-24,R14,1537,1682,20.0,0.0,0,0,406777,0.8481
2026-01-25,R14,2120,2120,21.4,5.4,1,0,403134,0.7825
2026-01-26,R14,2280,2397,19.4,7.6,1,0,409894,0.7992
2026-01-27,R14,2005,2271,19.5,0.5,1,0,402952,0.8055
2026-01-28,R14,1619,1881,23.7,0.6,0,0,403731,0.8469
2026-01-29,R14,1943,2069,21.7,0.0,0,0,400703,0.883
2026-01-30,R14,1567,1927,23.2,5.3,0,0,404304,0.9042
2026-01-31,R14,1795,2193,20.3,0.0,0,0,404738,0.7506
2026-02-01,R14,1840,2294,19.0,5.7,0,0,401787,0.8769
2026-02-02,R14,1720,2143,24.2,0.0,0,0,406511,0.874
2026-02-03,R14,1570,1919,26.4,0.0,0,0,407742,0.9466
2026-02-04,R14,2038,2038,24.5,0.0,0,0,403095,0.8374
2026-02-05,R14,1616,1872,25.6,0.0,0,0,404818,0.8889
2026-02-06,R14,1781,2206,22.8,0.0,0,0,401102,0.917
2026-02-07,R14,2134,2272,20.7,2.2,0,0,406860,0.8373
2026-02-08,R14,2003,2003,27.0,2.7,0,0,405461,0.8539
2026-02-09,R14,1898,1898,25.0,2.2,0,0,402872,0.9059
2026-02-10,R14,1743,1743,27.4,6.0,0,0,405357,0.7903
2026-02-11,R14,1437,1651,25.4,0.0,0,0,405707,0.8046
2026-02-12,R14,1969,2174,20.7,6.9,0,0,402113,0.8154
2026-02-13,R14,1766,2066,23.5,8.7,0,0,400362,0.7569
2026-02-14,R14,1726,1726,21.6,1.1,0,0,405577,0.7944
2026-02-15,R14,1572,1648,24.7,0.0,0,0,406130,0.8671
2026-02-16,R14,1504,1590,28.5,0.0,0,0,400845,0.7597
2026-02-17,R14,2736,4548,23.4,3.7,0,1,402713,0.4373
2026-02-18,R14,2661,3691,21.2,8.1,0,1,405098,0.5279
2026-02-19,R14,2657,4810,22.6,7.8,0,1,403462,0.5536
2026-02-20,R14,2271,3977,25.7,3.1,0,1,401407,0.5224
2026-02-21,R14,3043,4546,24.4,0.0,0,1,406437,0.5517
2026-02-22,R14,2755,4581,22.3,0.1,0,1,404017,0.5894
2026-02-23,R14,3009,4130,25.8,0.0,0,1,407838,0.5839
2026-02-24,R14,2569,4174,26.6,0.2,0,1,401938,0.5273
2026-02-25,R14,3141,3603,22.4,0.0,0,1,402674,0.4876
2026-02-26,R14,3538,4583,23.2,0.0,0,1,404447,0.4774
2026-02-27,R14,2467,4319,23.5,5.2,0,1,406745,0.4753
2026-02-28,R14,2764,4350,22.7,0.0,0,1,402268,0.4727
2026-03-01,R14,2587,5083,26.9,5.5,0,1,401823,0.6301
2026-03-02,R14,3375,4344,28.3,0.0,0,1,403905,0.5691
2026-03-03,R14,2624,4807,28.1,0.0,0,1,405847,0.6078
2026-03-04,R14,3412,4346,30.9,11.5,0,1,404441,0.4523
2026-03-05,R14,3001,5149,24.4,5.2,0,1,404872,0.5424
2026-03-06,R14,19822,26732,30.1,1.6,0,1,404543,0.4875
2026-03-07,R14,24848,34076,32.7,6.2,1,1,406481,0.5428
2026-03-08,R14,3731,6826,26.2,5.1,1,1,405290,0.5215
2026-03-09,R14,2935,3112,27.7,1.0,1,0,406985,0.659
2026-03-10,R14,2790,3159,27.8,0.0,1,0,403549,0.6284
2026-03-11,R14,2968,3846,30.6,0.9,1,0,405981,0.6856
2026-03-12,R14,3406,3970,27.4,6.2,1,0,404681,0.7337
2026-03-13,R14,2521,2571,28.8,2.9,0,0,405490,0.8099
2026-03-14,R14,1990,2544,33.2,0.0,0,0,405795,0.7868
2026-03-15,R14,2187,2187,28.2,0.0,0,0,403445,0.7893
2026-03-16,R14,1996,2221,26.3,4.1,0,0,403382,0.8076
2026-03-17,R14,2073,2339,27.5,1.0,0,0,401841,0.792
2026-03-18,R14,1827,2361,28.2,6.6,0,0,403168,0.7927
2026-03-19,R14,1940,2100,30.5,0.0,0,0,403377,0.8309
2026-03-20,R14,1889,2218,26.7,0.0,0,0,403891,0.7824
2026-03-21,R14,2047,2143,27.1,7.1,0,0,406260,0.7699
2026-03-22,R14,1565,1686,29.3,2.9,0,0,400758,0.8665
2026-03-23,R14,1520,2007,28.8,0.0,0,0,405206,0.8584
2026-03-24,R14,1557,1815,28.1,0.2,0,0,405726,0.8895
2026-03-25,R14,1832,2005,26.4,0.0,0,0,403480,0.84
2026-03-26,R14,1888,2104,26.7,7.1,0,0,404810,0.8483
2026-03-27,R14,1842,1922,32.1,2.4,0,0,403786,0.8097
2026-03-28,R14,1542,1960,26.5,4.8,0,0,408470,0.7751
2026-03-29,R14,1948,2128,27.5,1.8,0,0,400133,0.8017
2026-03-30,R14,1675,1675,32.1,1.1,0,0,405109,0.833
2026-03-31,R14,1441,1794,29.2,1.5,0,0,406519,0.7426
2026-01-01,R15,1269,1282,22.4,2.4,0,0,68594,0.7121
2026-01-02,R15,1290,1480,15.9,5.3,0,0,69264,0.7857
2026-01-03,R15,1161,1184,16.3,0.4,0,0,68925,0.7719
2026-01-04,R15,921,1240,20.6,12.3,0,0,69443,0.6882
2026-01-05,R15,892,1233,19.6,1.6,0,0,68678,0.8058
2026-01-06,R15,987,1236,24.4,5.4,0,0,69421,0.7164
2026-01-07,R15,943,1151,19.6,0.0,0,0,68808,0.7496
2026-01-08,R15,1116,1250,18.8,0.0,0,0,69042,0.8412
2026-01-09,R15,1056,1247,29.1,5.5,0,0,69296,0.7832
2026-01-10,R15,1088,1088,26.5,0.0,0,0,69217,0.6645
2026-01-11,R15,1049,1049,18.8,1.3,0,0,69194,0.7584
2026-01-12,R15,957,1227,24.8,0.0,0,0,68801,0.8326
2026-01-13,R15,1278,1278,20.8,0.0,1,0,68870,0.7969
2026-01-14,R15,1462,1493,16.8,0.6,1,0,68471,0.7169
2026-01-15,R15,1472,1472,21.6,0.0,1,0,68502,0.7461
2026-01-16,R15,1480,1480,23.6,0.8,1,0,68999,0.7766
2026-01-17,R15,1401,1620,18.7,3.2,1,0,69248,0.7679
2026-01-18,R15,1020,1020,25.8,8.3,0,0,68366,0.7881
2026-01-19,R15,987,1066,18.3,5.8,0,0,69281,0.797
2026-01-20,R15,867,1016,24.7,9.0,0,0,69279,0.8103
2026-01-21,R15,974,974,24.4,4.6,0,0,69165,0.7751
2026-01-22,R15,1084,1294,27.5,0.0,0,0,68911,0.801
2026-01-23,R15,1065,1065,21.9,0.0,0,0,68499,0.7806
2026-01-24,R15,1061,1248,21.4,0.0,0,0,69169,0.7675
2026-01-25,R15,1057,1057,19.1,2.0,1,0,68776,0.7913
2026-01-26,R15,1103,1255,17.7,3.3,1,0,69059,0.8717
2026-01-27,R15,1159,1159,21.4,0.0,1,0,69747,0.7937
2026-01-28,R15,966,1071,21.0,5.7,0,0,69039,0.6601
2026-01-29,R15,1020,1398,18.7,0.0,0,0,69029,0.7832
2026-01-30,R15,1033,1054,18.9,3.4,0,0,69298,0.8045
2026-01-31,R15,1143,1344,27.6,4.8,0,0,69267,0.7536
2026-02-01,R15,1091,1403,25.5,9.6,0,0,69181,0.7852
2026-02-02,R15,1203,1214,27.5,4.8,0,0,69403,0.782
2026-02-03,R15,968,1139,21.0,0.0,0,0,68722,0.7726
2026-02-04,R15,1104,1134,22.9,1.7,0,0,69928,0.7359
2026-02-05,R15,1027,1160,19.5,4.7,0,0,69158,0.7444
2026-02-06,R15,1067,1381,22.3,0.0,0,0,68750,0.7152
2026-02-07,R15,1011,1143,22.5,0.0,0,0,69462,0.7664
2026-02-08,R15,1091,1229,20.6,8.5,0,0,68658,0.7414
2026-02-09,R15,1062,1148,23.2,0.0,0,0,69510,0.7611
2026-02-10,R15,951,1226,26.1,0.0,0,0,69353,0.7922
2026-02-11,R15,1009,1210,29.2,0.0,0,0,69252,0.7342
2026-02-12,R15,1091,1214,19.5,0.0,0,0,69375,0.7527
2026-02-13,R15,968,1087,31.8,3.6,0,0,69628,0.8353
2026-02-14,R15,980,1165,20.0,4.5,0,0,68957,0.7533
2026-02-15,R15,912,1232,23.3,6.4,0,0,69247,0.7033
2026-02-16,R15,1077,1112,20.6,5.1,0,0,69608,0.8661
2026-02-17,R15,842,993,27.1,0.0,0,0,68507,0.7953
2026-02-18,R15,877,1226,22.8,3.6,0,0,69071,0.7751
2026-02-19,R15,801,1094,26.7,5.3,0,0,69375,0.8332
2026-02-20,R15,1312,1336,24.1,0.3,0,0,68666,0.7405
2026-02-21,R15,950,1198,22.3,0.0,0,0,68793,0.734
2026-02-22,R15,996,1025,24.2,0.0,0,0,68465,0.6862
2026-02-23,R15,890,897,25.5,1.5,0,0,68898,0.8131
2026-02-24,R15,723,950,25.5,3.5,0,0,68805,0.7015
2026-02-25,R15,994,1174,25.5,0.0,0,0,69245,0.7646
2026-02-26,R15,985,1189,18.2,0.0,0,0,68774,0.8394
2026-02-27,R15,1052,1234,28.6,14.6,0,0,68970,0.7978
2026-02-28,R15,1097,1183,22.6,0.0,0,0,69478,0.7632
2026-03-01,R15,1151,1198,28.7,4.8,0,0,69602,0.7593
2026-03-02,R15,1000,1107,29.3,0.0,0,0,69387,0.8329
2026-03-03,R15,871,1122,27.2,4.8,0,0,68875,0.7306
2026-03-04,R15,916,1037,30.3,0.7,0,0,68725,0.7727
2026-03-05,R15,1210,1287,25.5,0.0,0,0,69236,0.7513
2026-03-06,R15,1265,1283,25.3,0.0,0,0,68307,0.8079
2026-03-07,R15,1381,1778,31.7,0.1,1,0,68990,0.7386
2026-03-08,R15,1464,1763,26.9,0.8,1,0,68696,0.7411
2026-03-09,R15,1759,1759,28.4,3.9,1,0,69149,0.7709
2026-03-10,R15,1662,1662,30.4,0.0,1,0,69081,0.7906
2026-03-11,R15,1647,1836,28.9,0.0,1,0,69853,0.7967
2026-03-12,R15,1639,1639,26.9,0.0,1,0,69097,0.7618
2026-03-13,R15,1055,1216,27.2,1.9,0,0,69314,0.7968
2026-03-14,R15,1129,1201,28.3,0.1,0,0,69200,0.7901
2026-03-15,R15,1235,1235,26.3,9.5,0,0,68768,0.8074
2026-03-16,R15,927,1086,22.7,0.8,0,0,68484,0.8299
2026-03-17,R15,965,1185,29.1,0.0,0,0,68509,0.756
2026-03-18,R15,1035,1035,22.3,4.2,0,0,69431,0.8091
2026-03-19,R15,927,1133,32.2,6.5,0,0,69309,0.7876
2026-03-20,R15,1008,1061,24.1,1.6,0,0,68739,0.7624
2026-03-21,R15,964,1239,27.8,4.7,0,0,68358,0.7914
2026-03-22,R15,1140,1293,29.0,3.3,0,0,69145,0.7647
2026-03-23,R15,992,1292,27.6,12.5,0,0,68713,0.8033
2026-03-24,R15,812,1156,30.0,13.1,0,0,69293,0.8607
2026-03-25,R15,889,890,25.8,2.5,0,0,69223,0.713
2026-03-26,R15,879,1082,31.9,1.9,0,0,68784,0.7545
2026-03-27,R15,1213,1402,30.0,3.2,0,0,69208,0.7677
2026-03-28,R15,1130,1389,29.3,0.0,0,0,68899,0.6922
2026-03-29,R15,891,1212,28.6,5.5,0,0,69335,0.8445
2026-03-30,R15,904,1080,26.8,0.0,0,0,69250,0.6954
2026-03-31,R15,972,1125,27.0,5.7,0,0,69333,0.7312
2026-01-01,R16,3023,3841,18.0,0.0,0,0,929046,0.8818
2026-01-02,R16,3078,3429,17.5,5.1,0,0,931908,0.8258
2026-01-03,R16,2892,3273,15.2,3.5,0,0,918123,0.7639
2026-01-04,R16,2559,2559,11.5,1.6,0,0,925727,0.8429
2026-01-05,R16,2796,2796,13.5,2.7,0,0,914979,0.8321
2026-01-07,R16,2168,2934,15.2,0.0,0,0,923057,0.8624
2026-01-08,R16,3050,3315,11.4,0.0,0,0,925028,0.8118
2026-01-09,R16,2705,2979,19.6,0.0,0,0,927979,0.8209
2026-01-10,R16,2939,2939,17.3,0.0,0,0,928175,0.8557
2026-01-11,R16,2844,2844,20.0,7.9,0,0,930015,0.7619
2026-01-12,R16,2580,3065,19.1,0.0,0,0,923641,0.7836
2026-01-13,R16,3231,3921,18.8,8.6,1,0,924575,0.8535
2026-01-14,R16,3319,3638,13.0,0.0,1,0,916889,0.7884
2026-01-15,R16,3728,4414,19.7,1.0,1,0,926570,0.8593
2026-01-16,R16,4251,4251,16.9,2.7,1,0,917659,0.7464
2026-01-17,R16,3639,3938,11.1,0.5,1,0,919198,0.9159
2026-01-18,R16,2134,2456,16.1,0.0,0,0,921362,0.8975
2026-01-19,R16,2331,2828,16.3,2.7,0,0,919028,0.8691
2026-01-20,R16,2217,2324,18.6,0.0,0,0,912514,0.8012
2026-01-21,R16,2487,2927,13.4,3.2,0,0,922658,0.7869
2026-01-22,R16,2458,3051,15.4,6.2,0,0,917740,0.8112
2026-01-23,R16,2077,2922,12.9,7.3,0,0,930556,0.8142
2026-01-24,R16,2859,2859,13.4,6.1,0,0,922881,0.8859
2026-01-25,R16,3166,3273,20.2,0.0,1,0,918840,0.8209
2026-01-26,R16,3178,3312,14.0,0.3,1,0,927641,0.8988
2026-01-27,R16,3066,3189,9.9,4.1,1,0,914581,0.8107
2026-01-28,R16,2202,2727,16.4,0.0,0,0,922259,0.8192
2026-01-29,R16,2545,2571,19.0,0.0,0,0,924737,0.8499
2026-01-30,R16,2402,2597,16.0,7.9,0,0,915187,0.8598
2026-01-31,R16,2627,3109,16.6,1.0,0,0,926398,0.8697
2026-02-01,R16,2571,3308,16.7,7.5,0,0,918278,0.8305
2026-02-02,R16,2094,2738,22.6,2.1,0,0,928417,0.8675
2026-02-03,R16,2043,2568,22.8,1.4,0,0,929377,0.8952
2026-02-04,R16,2166,2825,14.0,1.0,0,0,928307,0.8307
2026-02-05,R16,9527,12550,16.3,2.2,0,1,927599,0.9249
2026-02-06,R16,11413,15470,14.5,6.8,0,1,923292,0.8758
2026-02-07,R16,11176,14980,16.9,0.1,0,1,920883,0.8344
2026-02-08,R16,10074,13483,22.2,1.2,0,1,925562,0.8808
2026-02-09,R16,2518,3098,25.6,2.6,0,0,923301,0.8844
2026-02-10,R16,2072,2960,17.3,2.7,0,0,922759,0.8208
2026-02-11,R16,2720,2720,21.0,0.0,0,0,926557,0.7803
2026-02-12,R16,2632,3511,16.2,0.0,0,0,926538,0.7951
2026-02-13,R16,3049,3354,19.4,0.3,0,0,928527,0.8857
2026-02-14,R16,2763,3229,20.8,0.0,0,0,928937,0.8506
2026-02-15,R16,2843,2936,19.7,0.0,0,0,928018,0.8659
2026-02-16,R16,2411,2497,25.6,0.0,0,0,927631,0.8891
2026-02-17,R16,2321,2407,14.2,8.2,0,0,922276,0.8189
2026-02-18,R16,2339,2348,19.9,0.6,0,0,931813,0.7873
2026-02-19,R16,2886,2886,16.5,3.1,0,0,931575,0.8104
2026-02-20,R16,2661,2661,18.3,1.4,0,0,922935,0.8223
2026-02-21,R16,2458,2670,18.0,14.2,0,0,920063,0.875
2026-02-22,R16,2091,2405,23.9,1.4,0,0,920488,0.797
2026-02-23,R16,2317,3052,17.7,0.0,0,0,928940,0.7581
2026-02-24,R16,8966,13605,23.1,1.4,0,1,929168,0.8639
2026-02-25,R16,7609,11327,18.4,0.0,0,1,916765,0.8606
2026-02-26,R16,8985,13209,23.5,0.0,0,1,923781,0.8944
2026-02-27,R16,8956,13755,18.8,3.2,0,1,926608,0.8161
2026-02-28,R16,9012,13170,21.7,1.4,0,1,923225,0.8056
2026-03-01,R16,2561,3422,25.5,0.9,0,0,931408,0.8649
2026-03-02,R16,2470,2666,26.2,4.5,0,0,922195,0.8015
2026-03-03,R16,2444,3111,19.7,0.0,0,0,926175,0.8049
2026-03-04,R16,2379,2919,22.0,5.6,0,0,932193,0.7305
2026-03-05,R16,3049,3135,26.9,9.0,0,0,917978,0.8867
2026-03-06,R16,2732,2975,30.0,2.8,0,0,932118,0.8006
2026-03-07,R16,4116,5078,25.4,4.9,1,0,926705,0.8807
2026-03-08,R16,3870,4523,28.9,0.0,1,0,917765,0.8434
2026-03-09,R16,3339,3825,22.3,3.1,1,0,922783,0.8476
2026-03-10,R16,3021,3622,24.3,0.0,1,0,930257,0.8406
2026-03-11,R16,3731,3875,23.3,0.0,1,0,922496,0.8399
2026-03-12,R16,4010,4233,23.8,2.4,1,0,921327,0.7989
2026-03-13,R16,2792,3076,27.2,0.0,0,0,926959,0.8637
2026-03-14,R16,2928,3120,22.2,3.8,0,0,922326,0.8091
2026-03-15,R16,2104,3092,23.0,5.6,0,0,925975,0.8343
2026-03-16,R16,1998,2704,24.2,3.6,0,0,926652,0.778
2026-03-17,R16,2214,2873,24.5,1.5,0,0,922105,0.8251
2026-03-18,R16,2227,2454,17.5,5.8,0,0,924150,0.8499
2026-03-19,R16,2492,3098,25.9,0.0,0,0,924373,0.889
2026-03-20,R16,2495,2733,21.5,0.0,0,0,932713,0.8572
2026-03-21,R16,2762,3210,29.2,9.2,0,0,924773,0.7777
2026-03-22,R16,2607,2607,26.6,0.0,0,0,925323,0.8676
2026-03-24,R16,2183,2311,24.5,5.9,0,0,921089,0.8668
2026-03-25,R16,2465,2912,23.3,11.1,0,0,924863,0.833
2026-03-26,R16,2252,2786,31.1,2.2,0,0,927127,0.8591
2026-03-27,R16,2575,2581,24.4,0.8,0,0,928099,0.8762
2026-03-28,R16,2499,2616,29.5,0.0,0,0,927080,0.9686
2026-03-29,R16,2878,3239,23.2,0.0,0,0,927372,0.8194
2026-03-30,R16,2471,2710,21.0,0.0,0,0,928363,0.8797
2026-03-31,R16,2140,2397,27.1,2.3,0,0,927826,0.8627
2026-01-01,R17,2870,2870,17.0,8.7,0,0,359752,0.7521
2026-01-02,R17,3051,3628,11.3,2.7,0,0,362309,0.6505
2026-01-03,R17,3253,4128,17.7,3.0,0,0,363017,0.797
2026-01-04,R17,2702,3054,19.9,11.4,0,0,359395,0.7377
2026-01-05,R17,2803,3221,12.6,0.0,0,0,361232,0.7715
2026-01-06,R17,2868,3245,19.1,3.8,0,0,360946,0.7557
2026-01-07,R17,3444,3676,20.4,1.1,0,0,362676,0.8253
2026-01-08,R17,3550,3812,20.2,4.8,0,0,360715,0.716
2026-01-09,R17,3352,3898,13.5,0.2,0,0,364616,0.7702
2026-01-10,R17,3448,3722,16.9,1.4,0,0,363490,0.8212
2026-01-11,R17,2938,3527,11.9,0.0,0,0,361415,0.7562
2026-01-12,R17,3176,3302,10.4,8.8,0,0,359181,0.7055
2026-01-13,R17,3917,4794,20.6,5.2,1,0,359630,0.8495
2026-01-14,R17,3691,4875,7.6,0.0,1,0,361026,0.7353
2026-01-15,R17,3925,8107,21.6,3.0,1,1,359274,0.68
2026-01-16,R17,5078,7888,21.8,5.3,1,1,362728,0.614
2026-01-17,R17,5234,6650,16.0,0.0,1,1,364935,0.6552
2026-01-18,R17,4197,4865,20.5,0.0,0,1,359422,0.6494
2026-01-19,R17,3197,5452,26.7,0.0,0,1,364105,0.6614
